"method","rmse","mae","r2","offline","online"
"gow",0.966086186025771,0.760364603406207,0.27859551334041,25.5942289829254,2.95416171550751
"gow",0.954257268078109,0.750327631633363,0.290169389045997,19.4083659648895,3.88778042793274
"gow",0.952710805847921,0.748908584623873,0.291271869736668,19.2267138957977,4.80718722343445
"gow",0.952870419826032,0.749082046014395,0.290656968739493,19.2620849609375,5.56608619689941
"gow",0.953550916998562,0.749737177551623,0.289532081683708,19.3166902065277,6.21105787754059
"gow",0.954401596342418,0.750605615729521,0.288267236994224,19.3213288784027,6.64609842300415
"gow",0.95512111468463,0.75121464158186,0.287216265495199,19.3209600448608,7.04533948898315
"gow",0.955788841606459,0.751793627826687,0.286259471396995,19.2421000003815,7.4265810251236
"gow",0.956297285991008,0.752248944108722,0.285523752582191,19.3712329864502,7.68021423816681
"gow",0.956769483661394,0.752636435322966,0.284855727743374,19.4153780937195,7.87282519340515
"gow",0.957156209814758,0.752986531267676,0.284315677340735,0,8.10465359687805
"gow",0.957428361301116,0.753253990023489,0.283935338371269,0,8.24511137008667
"gow",0.957619738535157,0.75344620931101,0.283660356197263,0,8.36757848262787
"gow",0.957801645491588,0.753607828181039,0.283406257375613,0,8.44500393867493
"gow",0.95792776364459,0.753729619036936,0.283231646494454,0,8.49919168949127
"gow",0.958035238545232,0.753827439490804,0.28308392991443,0,8.72990882396698
"gow",0.958114708702024,0.753900057442661,0.282975341915914,0,8.83823564052582
"gow",0.958169692170395,0.753958209091956,0.28289939462669,0,8.85664501190186
"gow",0.958210205523542,0.753997188269738,0.282844017756139,0,8.8648580789566
"gow",0.958235268228989,0.754021721877516,0.282808887337851,0,8.89576845169067
"gow",0.958252327148868,0.754036391123021,0.28278502958124,0,8.91718740463257
"gow",0.958262263909753,0.754047409962233,0.282770368066378,0,8.98157799243927
"gow",0.958269560792415,0.75405600372282,0.282759284094577,0,8.95401389598846
"gow",0.958273872961068,0.754062239748646,0.28275222619845,0,8.97869246006012
"gow",0.958276691433429,0.754065894886742,0.282748038478343,0,8.99741423130035
"gow",0.958277645201992,0.754067487870094,0.282746409967794,0,8.93437359333038
"gow",0.958277835437988,0.754067835091535,0.282746075911086,0,8.99442348480225
"gow",0.958277852766892,0.754067854544593,0.2827460442305,0,8.95358016490936
"gow",0.958277852766892,0.754067854544593,0.2827460442305,0,8.9773866891861
"gow",0.958277852766892,0.754067854544593,0.2827460442305,0,8.97475416660309
"hl",0.966633037253789,0.760083709840981,0.278340025419103,12.3469228744507,2.07581627368927
"hl",0.955874365401729,0.751267960376883,0.288718665643307,12.5054571628571,2.63366208076477
"hl",0.954629926843333,0.750323936036903,0.289472289959876,12.1691570281982,3.23232669830322
"hl",0.954996951277061,0.750613296125822,0.288619278189927,12.1537699699402,3.7375795841217
"hl",0.955694478224033,0.751247923939904,0.287472334379702,12.2890191078186,4.06811711788177
"hl",0.956303747422187,0.751747451403512,0.286534355081974,12.1866359710693,4.3301399230957
"hl",0.956949191654303,0.752314491483997,0.285594464228536,12.351998090744,4.61323618888855
"hl",0.957489442810637,0.752749517548584,0.284825590130292,12.1051168441772,4.73591723442078
"hl",0.95796018936744,0.753152173017925,0.284167860150666,12.2256898880005,4.87544584274292
"hl",0.95831343788885,0.753496657260152,0.283669317354842,12.3392288684845,5.04411883354187
"hl",0.958589599613879,0.753767697143227,0.283281705839929,0,5.11451797485352
"hl",0.958808721227514,0.753981497719873,0.28296904866312,0,5.1922750711441
"hl",0.958997794452996,0.75416565246939,0.28270513703731,0,5.2977489233017
"hl",0.959137390722106,0.754293639286477,0.282507355651142,0,5.33887152671814
"hl",0.959251322676203,0.754394985515087,0.282347772950044,0,5.37381234169006
"hl",0.959336221845784,0.754479444161407,0.282230087379057,0,5.54499871730804
"hl",0.959399969673667,0.754538798913086,0.282142337723176,0,5.58618946075439
